"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.564512958E0,3.068618774E-2,1.553768921E-1,9.738598480E0,9.739886241E0
6.574537958E0,2.903961182E-2,1.484912109E-1,9.740095367E0,9.741270487E0
6.584561958E0,3.517684937E-2,1.549278259E-1,9.729916534E0,9.731213481E0
6.594587958E0,3.382965088E-2,1.574725342E-1,9.733359375E0,9.734691919E0
6.604612958E0,2.679428101E-2,1.582209778E-1,9.737999725E0,9.739321869E0
6.614637958E0,2.439926147E-2,1.504371643E-1,9.744136963E0,9.745328718E0
6.624662958E0,2.888992310E-2,1.613644409E-1,9.748777313E0,9.750155497E0
6.634687958E0,2.215393066E-2,1.585203552E-1,9.744286652E0,9.745601154E0
6.644712958E0,1.766326904E-2,1.535806274E-1,9.739496613E0,9.740723447E0
6.654737958E0,2.484832764E-2,1.538800049E-1,9.732610931E0,9.733859052E0
6.664762958E0,2.769241333E-2,1.529818726E-1,9.746831360E0,9.748071188E0
6.674788958E0,3.338058472E-2,1.559756470E-1,9.737700348E0,9.739006660E0
6.684813958E0,3.367996216E-2,1.474433899E-1,9.734257507E0,9.735432354E0
6.694838958E0,2.874023438E-2,1.483415222E-1,9.740694122E0,9.741866002E0
6.704864958E0,3.083587646E-2,1.532812500E-1,9.738598480E0,9.739853508E0
6.714890958E0,1.856140137E-2,1.493893433E-1,9.728719025E0,9.729883636E0
6.724916958E0,3.083587646E-2,1.486408997E-1,9.737850037E0,9.739033233E0
6.734941958E0,2.844085693E-2,1.496887207E-1,9.739646301E0,9.740838037E0
6.744966958E0,2.589614868E-2,1.556762695E-1,9.741292877E0,9.742571151E0
6.754992958E0,2.634521484E-2,1.444496155E-1,9.735604706E0,9.736711906E0
6.765017958E0,2.694396973E-2,1.475930786E-1,9.740095367E0,9.741250816E0
6.775042958E0,3.382965088E-2,1.519340515E-1,9.742939453E0,9.744182756E0
6.785066958E0,3.083587646E-2,1.522334290E-1,9.744286652E0,9.745524522E0
6.795091958E0,2.619552612E-2,1.514849854E-1,9.739945679E0,9.741158849E0
6.805115958E0,2.424957275E-2,1.547781372E-1,9.745633850E0,9.746893015E0
6.815139958E0,2.365081787E-2,1.460961914E-1,9.734107819E0,9.735232842E0
6.825164958E0,2.215393066E-2,1.426533508E-1,9.735604706E0,9.736674985E0
6.835188958E0,2.694396973E-2,1.445993042E-1,9.737550659E0,9.738661498E0
6.845213958E0,2.829116821E-2,1.531315613E-1,9.736652527E0,9.737897725E0
6.855237958E0,2.619552612E-2,1.537303162E-1,9.729916534E0,9.731166168E0
6.865262958E0,3.188369751E-2,1.495390320E-1,9.736203461E0,9.737403983E0
6.875287958E0,2.484832764E-2,1.532812500E-1,9.740394745E0,9.741632428E0
6.885311958E0,3.053649902E-2,1.579216003E-1,9.748477936E0,9.749804807E0
6.895335958E0,2.948867798E-2,1.525328064E-1,9.735005951E0,9.736245514E0
6.905360958E0,3.457809448E-2,1.465452576E-1,9.742041321E0,9.743204825E0
6.915385958E0,2.739303589E-2,1.523831177E-1,9.743538208E0,9.744768227E0
6.925409958E0,3.442840576E-2,1.571731567E-1,9.739945679E0,9.741274585E0
6.935434958E0,1.781295776E-2,1.507365417E-1,9.746831360E0,9.748013150E0
6.945459958E0,2.035766602E-2,1.468446350E-1,9.742490387E0,9.743618256E0
6.955484958E0,2.424957275E-2,1.528321838E-1,9.736053772E0,9.737283439E0
6.965509958E0,2.799179077E-2,1.564247131E-1,9.740394745E0,9.741690922E0
6.975534958E0,3.891906738E-2,1.559756470E-1,9.749974823E0,9.751300023E0
6.985559958E0,2.679428101E-2,1.474433899E-1,9.742191010E0,9.743343530E0
6.995584958E0,2.754272461E-2,1.564247131E-1,9.737999725E0,9.739294941E0
7.005610583E0,2.619552612E-2,1.523831177E-1,9.737550659E0,9.738778140E0
7.015635583E0,2.559677124E-2,1.472937012E-1,9.738149414E0,9.739296927E0
7.025660583E0,1.990859985E-2,1.489402771E-1,9.746382294E0,9.747540581E0
7.035685583E0,3.068618774E-2,1.561253357E-1,9.746681671E0,9.747980322E0
7.045710583E0,3.293151855E-2,1.531315613E-1,9.745783539E0,9.747042143E0
7.055735583E0,3.981719971E-2,1.561253357E-1,9.744436340E0,9.745768319E0
7.065760583E0,2.215393066E-2,1.472937012E-1,9.747729492E0,9.748867446E0
7.075784583E0,2.050735474E-2,1.547781372E-1,9.748777313E0,9.750027483E0
7.085808583E0,3.188369751E-2,1.502874756E-1,9.741592255E0,9.742803629E0
7.095833583E0,2.859054565E-2,1.508862305E-1,9.735754395E0,9.736965529E0
7.105857583E0,2.859054565E-2,1.474433899E-1,9.733359375E0,9.734518052E0
7.115882583E0,3.442840576E-2,1.460961914E-1,9.742490387E0,9.743646563E0
7.125906583E0,2.963836670E-2,1.504371643E-1,9.753417664E0,9.754622796E0
7.135931583E0,3.128494263E-2,1.492396545E-1,9.738598480E0,9.739792173E0
7.145956583E0,2.529739380E-2,1.431024170E-1,9.740394745E0,9.741478740E0
7.155980583E0,2.574645996E-2,1.477427673E-1,9.739197235E0,9.740351821E0
7.166005583E0,3.293151855E-2,1.484912109E-1,9.741292877E0,9.742480231E0
7.176030583E0,2.829116821E-2,1.431024170E-1,9.748627625E0,9.749718932E0
7.186055583E0,2.948867798E-2,1.483415222E-1,9.731263733E0,9.732438987E0
7.196079583E0,2.888992310E-2,1.460961914E-1,9.737999725E0,9.739138431E0
7.206104583E0,3.847000122E-2,1.525328064E-1,9.738299103E0,9.739569580E0
7.216129583E0,3.667373657E-2,1.522334290E-1,9.733059998E0,9.734319539E0
7.226153583E0,2.918930054E-2,1.468446350E-1,9.739047546E0,9.740198277E0
7.236178583E0,2.769241333E-2,1.517843628E-1,9.745633850E0,9.746855108E0
7.246203583E0,3.098556519E-2,1.456471252E-1,9.735604706E0,9.736743407E0
7.256228583E0,3.098556519E-2,1.483415222E-1,9.739496613E0,9.740675520E0
7.266253583E0,2.978805542E-2,1.511856079E-1,9.741741943E0,9.742960562E0
7.276278583E0,2.170486450E-2,1.519340515E-1,9.734556885E0,9.735766678E0
7.286304583E0,3.068618774E-2,1.489402771E-1,9.739945679E0,9.741132720E0
7.296330583E0,3.353027344E-2,1.475930786E-1,9.740245056E0,9.741420931E0
7.306356583E0,3.083587646E-2,1.495390320E-1,9.750573578E0,9.751768961E0
7.316381583E0,3.218307495E-2,1.489402771E-1,9.738448792E0,9.739640847E0
7.326407583E0,2.544708252E-2,1.502874756E-1,9.731563110E0,9.732756775E0
7.336432583E0,2.245330811E-2,1.477427673E-1,9.743388519E0,9.744534464E0
7.346458583E0,3.083587646E-2,1.529818726E-1,9.739047546E0,9.740297809E0
7.356483583E0,3.008743286E-2,1.504371643E-1,9.732760620E0,9.733969688E0
7.366509583E0,2.484832764E-2,1.529818726E-1,9.746981049E0,9.748213193E0
7.376534583E0,2.200424194E-2,1.510359192E-1,9.746531982E0,9.747727003E0
7.386559583E0,2.963836670E-2,1.543290710E-1,9.743238831E0,9.744506083E0
7.396584583E0,3.038681030E-2,1.522334290E-1,9.743238831E0,9.744475424E0
7.406609583E0,2.559677124E-2,1.475930786E-1,9.746831360E0,9.747982379E0
7.416633583E0,2.769241333E-2,1.498384094E-1,9.732461243E0,9.733654003E0
7.426658583E0,2.754272461E-2,1.483415222E-1,9.741891632E0,9.743059908E0
7.436683583E0,2.978805542E-2,1.553768921E-1,9.736802216E0,9.738087425E0
7.446708583E0,2.963836670E-2,1.540296936E-1,9.738448792E0,9.739711928E0
7.456733583E0,2.859054565E-2,1.570234680E-1,9.740095367E0,9.741402956E0
7.466759583E0,3.263214111E-2,1.564247131E-1,9.739496613E0,9.740807349E0
7.476784583E0,3.382965088E-2,1.448986816E-1,9.741741943E0,9.742878228E0
7.486809583E0,3.787124634E-2,1.544787598E-1,9.728868713E0,9.730168773E0
7.496834583E0,3.068618774E-2,1.547781372E-1,9.744436340E0,9.745713802E0
7.506859583E0,2.978805542E-2,1.505868530E-1,9.734407196E0,9.735617453E0
7.516885583E0,3.263214111E-2,1.514849854E-1,9.733059998E0,9.734293476E0
7.526910583E0,2.589614868E-2,1.487905884E-1,9.739945679E0,9.741116521E0
7.536935583E0,2.380050659E-2,1.520837402E-1,9.737999725E0,9.739216323E0
7.546961583E0,2.784210205E-2,1.564247131E-1,9.723180542E0,9.724478584E0
7.556986583E0,3.023712158E-2,1.543290710E-1,9.727371826E0,9.728642988E0
7.567010583E0,2.604583740E-2,1.484912109E-1,9.734107819E0,9.735275191E0
7.577035583E0,2.484832764E-2,1.447489929E-1,9.739496613E0,9.740603881E0
7.587060583E0,2.439926147E-2,1.516346741E-1,9.738897858E0,9.740108823E0
7.597086583E0,2.799179077E-2,1.495390320E-1,9.751471710E0,9.752658406E0
7.607111583E0,2.978805542E-2,1.490899658E-1,9.739496613E0,9.740683211E0
7.617135583E0,2.963836670E-2,1.564247131E-1,9.738897858E0,9.740199105E0
7.627161583E0,2.993774414E-2,1.495390320E-1,9.736502838E0,9.737697146E0
7.637187583E0,2.679428101E-2,1.454974365E-1,9.745334473E0,9.746457378E0
7.647213583E0,1.975891113E-2,1.414558411E-1,9.742041321E0,9.743088282E0
7.657238583E0,2.769241333E-2,1.487905884E-1,9.739496613E0,9.740672450E0
7.667263583E0,2.694396973E-2,1.576222229E-1,9.744735718E0,9.746047658E0
7.677287583E0,3.338058472E-2,1.552272034E-1,9.744735718E0,9.746029138E0
7.687312583E0,2.544708252E-2,1.516346741E-1,9.749675446E0,9.750887750E0
7.697336583E0,2.589614868E-2,1.514849854E-1,9.731263733E0,9.732477185E0
7.707361583E0,2.679428101E-2,1.444496155E-1,9.737101593E0,9.738209849E0
7.717385583E0,2.754272461E-2,1.523831177E-1,9.733059998E0,9.734291763E0
7.727410583E0,2.544708252E-2,1.486408997E-1,9.739346924E0,9.740514369E0
7.737435583E0,2.694396973E-2,1.544787598E-1,9.754016418E0,9.755276826E0
7.747460583E0,3.427871704E-2,1.490899658E-1,9.737101593E0,9.738303255E0
7.757484583E0,3.008743286E-2,1.541793823E-1,9.734856262E0,9.736123612E0
7.767509583E0,2.679428101E-2,1.507365417E-1,9.737400970E0,9.738604474E0
7.777534583E0,2.380050659E-2,1.591191101E-1,9.740245056E0,9.741573749E0
7.787558583E0,2.514770508E-2,1.562750244E-1,9.747280426E0,9.748565535E0
7.797582583E0,3.338058472E-2,1.472937012E-1,9.736053772E0,9.737225105E0
7.807607583E0,3.113525391E-2,1.444496155E-1,9.740544434E0,9.741665205E0
7.817631583E0,2.649490356E-2,1.534309387E-1,9.739646301E0,9.740890776E0
7.827656583E0,2.350112915E-2,1.561253357E-1,9.743238831E0,9.744517963E0
7.837681583E0,2.529739380E-2,1.469943237E-1,9.735754395E0,9.736896884E0
7.847706583E0,3.547622681E-2,1.523831177E-1,9.727671204E0,9.728929346E0
7.857731583E0,2.604583740E-2,1.555265808E-1,9.736502838E0,9.737779748E0
7.867756583E0,2.709365845E-2,1.504371643E-1,9.733509064E0,9.734709246E0
7.877780583E0,3.083587646E-2,1.501377869E-1,9.744735718E0,9.745941023E0
7.887804583E0,3.532653809E-2,1.492396545E-1,9.744136963E0,9.745343790E0
7.897828583E0,2.170486450E-2,1.481918335E-1,9.749825134E0,9.750975442E0
7.907852583E0,2.694396973E-2,1.484912109E-1,9.752669220E0,9.753836811E0
7.917876583E0,2.260299683E-2,1.495390320E-1,9.735904083E0,9.737078676E0
7.927901583E0,3.068618774E-2,1.514849854E-1,9.739646301E0,9.740872621E0
7.937925583E0,1.811233521E-2,1.534309387E-1,9.728868713E0,9.730095352E0
7.947950583E0,2.799179077E-2,1.490899658E-1,9.731862488E0,9.733044685E0
7.957974583E0,3.218307495E-2,1.558259583E-1,9.740394745E0,9.741694271E0
7.967999583E0,3.832031250E-2,1.432521057E-1,9.740095367E0,9.741224121E0
7.978023583E0,3.353027344E-2,1.457968140E-1,9.743837585E0,9.744985987E0
7.988047583E0,2.499801636E-2,1.486408997E-1,9.744885406E0,9.746051026E0
7.998071583E0,3.143463135E-2,1.571731567E-1,9.739646301E0,9.740965127E0
8.008096708E0,3.053649902E-2,1.538800049E-1,9.748028870E0,9.749291173E0
8.018120708E0,2.679428101E-2,1.419049072E-1,9.743388519E0,9.744458670E0
8.028145708E0,2.454895020E-2,1.481918335E-1,9.739197235E0,9.740355551E0
8.038169708E0,2.829116821E-2,1.502874756E-1,9.751322021E0,9.752521104E0
8.048194708E0,2.709365845E-2,1.496887207E-1,9.743538208E0,9.744725629E0
8.058219708E0,2.664459229E-2,1.519340515E-1,9.745933228E0,9.747153860E0
8.068244708E0,3.008743286E-2,1.490899658E-1,9.749226379E0,9.750412713E0
8.078269708E0,2.844085693E-2,1.556762695E-1,9.745334473E0,9.746619310E0
8.088294708E0,3.098556519E-2,1.522334290E-1,9.744436340E0,9.745674667E0
8.098319708E0,2.634521484E-2,1.478924561E-1,9.734257507E0,9.735416553E0
8.108343708E0,2.754272461E-2,1.469943237E-1,9.730066223E0,9.731215476E0
8.118368708E0,3.173400879E-2,1.523831177E-1,9.743987274E0,9.745230406E0
8.128392708E0,2.903961182E-2,1.414558411E-1,9.734257507E0,9.735328565E0
8.138416708E0,2.050735474E-2,1.496887207E-1,9.742191010E0,9.743362506E0
8.148440708E0,2.245330811E-2,1.537303162E-1,9.741592255E0,9.742831047E0
8.158465708E0,2.829116821E-2,1.474433899E-1,9.736802216E0,9.737959608E0
8.168490708E0,2.859054565E-2,1.486408997E-1,9.739496613E0,9.740672759E0
8.178515708E0,2.080673218E-2,1.528321838E-1,9.740843811E0,9.742064912E0
8.188539708E0,2.454895020E-2,1.507365417E-1,9.736802216E0,9.737999874E0
8.198564708E0,2.903961182E-2,1.499880981E-1,9.737550659E0,9.738749025E0
8.208589708E0,3.367996216E-2,1.547781372E-1,9.747879181E0,9.749166074E0
8.218614708E0,2.649490356E-2,1.586700439E-1,9.746232605E0,9.747560113E0
8.228639708E0,3.397933960E-2,1.480421448E-1,9.737251282E0,9.738435891E0
8.238663708E0,2.978805542E-2,1.510359192E-1,9.740245056E0,9.741461540E0
8.248688708E0,2.200424194E-2,1.573228455E-1,9.740394745E0,9.741690020E0
8.258713708E0,3.023712158E-2,1.561253357E-1,9.738748169E0,9.740046473E0
8.268738708E0,3.577560425E-2,1.489402771E-1,9.737850037E0,9.739054699E0
8.278764708E0,2.679428101E-2,1.483415222E-1,9.746232605E0,9.747398275E0
8.288788708E0,2.514770508E-2,1.472937012E-1,9.740394745E0,9.741540824E0
8.298814708E0,2.963836670E-2,1.535806274E-1,9.741292877E0,9.742548556E0
8.308838708E0,3.083587646E-2,1.490899658E-1,9.740245056E0,9.741434824E0
8.318863708E0,2.110610962E-2,1.504371643E-1,9.737850037E0,9.739034867E0
8.328887708E0,2.260299683E-2,1.522334290E-1,9.743388519E0,9.744603930E0
8.338912708E0,3.068618774E-2,1.577719116E-1,9.737850037E0,9.739176400E0
8.348937708E0,2.559677124E-2,1.519340515E-1,9.726773071E0,9.727993294E0
8.358962708E0,3.143463135E-2,1.508862305E-1,9.737999725E0,9.739219345E0
8.368987708E0,3.607498169E-2,1.507365417E-1,9.747430115E0,9.748662306E0
8.379012708E0,3.203338623E-2,1.540296936E-1,9.742640076E0,9.743910248E0
8.389037708E0,2.978805542E-2,1.505868530E-1,9.748477936E0,9.749686446E0
8.399062708E0,2.844085693E-2,1.490899658E-1,9.739346924E0,9.740529513E0
8.409087708E0,2.095642090E-2,1.523831177E-1,9.737999725E0,9.739214467E0
8.419112708E0,2.589614868E-2,1.511856079E-1,9.737850037E0,9.739058016E0
8.429137708E0,2.305206299E-2,1.552272034E-1,9.752070465E0,9.753333032E0
8.439163708E0,2.739303589E-2,1.543290710E-1,9.742340698E0,9.743601496E0
8.449187708E0,2.814147949E-2,1.543290710E-1,9.741592255E0,9.742855283E0
8.459211708E0,3.038681030E-2,1.543290710E-1,9.742789764E0,9.744059381E0
8.469235708E0,3.472778320E-2,1.428030396E-1,9.735455017E0,9.736564236E0
8.479259708E0,3.367996216E-2,1.582209778E-1,9.739197235E0,9.740540591E0
8.489284708E0,2.454895020E-2,1.502874756E-1,9.745334473E0,9.746524148E0
8.499308708E0,2.350112915E-2,1.600172424E-1,9.738149414E0,9.739492381E0
8.509333708E0,2.664459229E-2,1.540296936E-1,9.742640076E0,9.743894023E0
8.519357708E0,2.604583740E-2,1.528321838E-1,9.738897858E0,9.740131803E0
8.529382708E0,3.293151855E-2,1.505868530E-1,9.737999725E0,9.739219657E0
8.539406708E0,3.218307495E-2,1.568737793E-1,9.740245056E0,9.741561419E0
8.549430708E0,2.574645996E-2,1.562750244E-1,9.746082916E0,9.747369746E0
8.559455708E0,3.008743286E-2,1.499880981E-1,9.753118286E0,9.754317915E0
8.569479708E0,3.412902832E-2,1.498384094E-1,9.735155640E0,9.736368505E0
8.579503708E0,2.694396973E-2,1.490899658E-1,9.729916534E0,9.731096010E0
8.589528708E0,1.706451416E-2,1.531315613E-1,9.743388519E0,9.744606729E0
8.599553708E0,2.275268555E-2,1.504371643E-1,9.737400970E0,9.738589563E0
8.609578708E0,3.667373657E-2,1.514849854E-1,9.735754395E0,9.737001915E0
8.619603708E0,2.754272461E-2,1.546284485E-1,9.736652527E0,9.737919233E0
8.629627708E0,2.230361938E-2,1.493893433E-1,9.733059998E0,9.734231944E0
8.639652708E0,3.248245239E-2,1.546284485E-1,9.739795990E0,9.741077507E0
8.649677708E0,2.320175171E-2,1.528321838E-1,9.750274200E0,9.751499525E0
8.659702708E0,2.574645996E-2,1.516346741E-1,9.740394745E0,9.741608991E0
8.669727708E0,2.829116821E-2,1.517843628E-1,9.737550659E0,9.738774652E0
8.679751708E0,2.380050659E-2,1.543290710E-1,9.732910309E0,9.734162882E0
8.689776708E0,2.424957275E-2,1.499880981E-1,9.739795990E0,9.740980977E0
8.699800708E0,2.814147949E-2,1.459465027E-1,9.737999725E0,9.739133995E0
8.709823708E0,2.903961182E-2,1.541793823E-1,9.737999725E0,9.739263485E0
8.719847708E0,3.532653809E-2,1.505868530E-1,9.729018402E0,9.730247861E0
8.729872708E0,2.619552612E-2,1.487905884E-1,9.738149414E0,9.739321273E0
8.739896708E0,3.308120728E-2,1.471440125E-1,9.747130737E0,9.748297458E0
8.749920708E0,3.038681030E-2,1.460961914E-1,9.743238831E0,9.744381477E0
8.759945708E0,2.694396973E-2,1.516346741E-1,9.736652527E0,9.737870480E0
8.769970708E0,3.128494263E-2,1.550775146E-1,9.748477936E0,9.749761528E0
8.779994708E0,3.367996216E-2,1.568737793E-1,9.740544434E0,9.741865816E0
8.790018708E0,2.365081787E-2,1.567240906E-1,9.734856262E0,9.736146478E0
8.800042708E0,2.799179077E-2,1.532812500E-1,9.749076691E0,9.750321790E0
8.810067708E0,3.218307495E-2,1.541793823E-1,9.746981049E0,9.748253515E0
8.820091708E0,3.293151855E-2,1.523831177E-1,9.741442566E0,9.742689996E0
8.830115708E0,2.664459229E-2,1.559756470E-1,9.735455017E0,9.736740868E0
8.840140708E0,2.948867798E-2,1.624122620E-1,9.743987274E0,9.745385335E0
8.850164708E0,3.592529297E-2,1.537303162E-1,9.738897858E0,9.740177366E0
8.860189708E0,2.933898926E-2,1.501377869E-1,9.741442566E0,9.742643655E0
8.870213708E0,3.023712158E-2,1.529818726E-1,9.740394745E0,9.741642958E0
8.880238708E0,2.769241333E-2,1.507365417E-1,9.728120270E0,9.729327436E0
8.890262708E0,2.724334717E-2,1.472937012E-1,9.734706573E0,9.735858961E0
8.900287708E0,2.948867798E-2,1.495390320E-1,9.740245056E0,9.741437536E0
8.910311708E0,2.709365845E-2,1.472937012E-1,9.739945679E0,9.741097029E0
8.920336708E0,2.335144043E-2,1.535806274E-1,9.735754395E0,9.736993680E0
8.930360708E0,3.427871704E-2,1.576222229E-1,9.728719025E0,9.730056200E0
8.940384708E0,3.951782227E-2,1.556762695E-1,9.754166107E0,9.755488363E0
8.950408708E0,3.757186890E-2,1.475930786E-1,9.740694122E0,9.741884692E0
8.960433708E0,2.365081787E-2,1.579216003E-1,9.741143188E0,9.742451910E0
8.970457708E0,2.963836670E-2,1.523831177E-1,9.746082916E0,9.747319183E0
8.980481708E0,2.439926147E-2,1.456471252E-1,9.741592255E0,9.742711536E0
8.990505708E0,2.320175171E-2,1.547781372E-1,9.739496613E0,9.740754019E0
9.000529458E0,3.173400879E-2,1.562750244E-1,9.745933228E0,9.747237732E0
9.010553458E0,3.023712158E-2,1.469943237E-1,9.747579803E0,9.748734976E0
9.020577458E0,3.397933960E-2,1.499880981E-1,9.748328247E0,9.749541253E0
9.030601458E0,3.203338623E-2,1.510359192E-1,9.731263733E0,9.732488470E0
9.040626458E0,2.784210205E-2,1.498384094E-1,9.737251282E0,9.738443883E0
9.050650458E0,3.457809448E-2,1.522334290E-1,9.740245056E0,9.741496005E0
9.060675458E0,2.335144043E-2,1.502874756E-1,9.736652527E0,9.737840317E0
9.070699458E0,2.559677124E-2,1.492396545E-1,9.740694122E0,9.741870952E0
9.080724458E0,2.454895020E-2,1.559756470E-1,9.745633850E0,9.746912855E0
9.090748458E0,2.784210205E-2,1.547781372E-1,9.734856262E0,9.736126432E0
9.100773458E0,3.427871704E-2,1.510359192E-1,9.735904083E0,9.737135883E0
9.110797458E0,3.577560425E-2,1.483415222E-1,9.738149414E0,9.739344902E0
9.120821458E0,3.517684937E-2,1.531315613E-1,9.744436340E0,9.745702965E0
9.130846458E0,2.125579834E-2,1.526824951E-1,9.739945679E0,9.741165514E0
9.140870458E0,3.113525391E-2,1.517843628E-1,9.740245056E0,9.741477385E0
9.150893458E0,2.350112915E-2,1.531315613E-1,9.745633850E0,9.746865174E0
9.160917458E0,2.724334717E-2,1.460961914E-1,9.738598480E0,9.739732371E0
9.170940458E0,2.724334717E-2,1.492396545E-1,9.739795990E0,9.740977395E0
9.180964458E0,3.218307495E-2,1.483415222E-1,9.734856262E0,9.736039616E0
9.190988458E0,3.083587646E-2,1.498384094E-1,9.732461243E0,9.733663454E0
9.201012458E0,1.856140137E-2,1.472937012E-1,9.743388519E0,9.744519475E0
9.211035458E0,2.993774414E-2,1.513352966E-1,9.738299103E0,9.739520936E0
9.221059458E0,3.397933960E-2,1.535806274E-1,9.735005951E0,9.736276622E0
9.231083458E0,2.844085693E-2,1.495390320E-1,9.739197235E0,9.740386727E0
9.241106458E0,2.829116821E-2,1.532812500E-1,9.740394745E0,9.741641818E0
9.251130458E0,2.739303589E-2,1.499880981E-1,9.747280426E0,9.748472830E0
9.261154458E0,1.766326904E-2,1.483415222E-1,9.738299103E0,9.739444882E0
9.271177458E0,3.308120728E-2,1.570234680E-1,9.726623383E0,9.727947017E0
9.281200458E0,3.382965088E-2,1.546284485E-1,9.730066223E0,9.731353611E0
9.291224458E0,3.742218018E-2,1.508862305E-1,9.738299103E0,9.739539850E0
9.301246458E0,2.439926147E-2,1.475930786E-1,9.745933228E0,9.747081282E0
9.311269458E0,2.080673218E-2,1.487905884E-1,9.738897858E0,9.740056624E0
9.321292458E0,2.095642090E-2,1.550775146E-1,9.735305328E0,9.736562948E0
9.331315458E0,2.724334717E-2,1.519340515E-1,9.737101593E0,9.738324989E0
9.341338458E0,1.751358032E-2,1.541793823E-1,9.737101593E0,9.738337920E0
9.351362458E0,3.113525391E-2,1.468446350E-1,9.747879181E0,9.749034889E0
9.361385458E0,3.667373657E-2,1.463955688E-1,9.749675446E0,9.750843447E0
9.371407458E0,2.888992310E-2,1.532812500E-1,9.743837585E0,9.745085975E0
9.381430458E0,2.469863892E-2,1.537303162E-1,9.736951904E0,9.738196723E0
9.391453458E0,2.514770508E-2,1.540296936E-1,9.736652527E0,9.737903264E0
9.401476458E0,2.409988403E-2,1.547781372E-1,9.738149414E0,9.739409175E0
9.411499458E0,2.529739380E-2,1.531315613E-1,9.739496613E0,9.740733212E0
9.421522458E0,2.619552612E-2,1.495390320E-1,9.739945679E0,9.741128782E0
9.431546458E0,2.754272461E-2,1.573228455E-1,9.739197235E0,9.740506756E0
9.441569458E0,2.409988403E-2,1.492396545E-1,9.730215912E0,9.731390187E0
9.451593458E0,2.424957275E-2,1.538800049E-1,9.740993500E0,9.742239037E0
9.461617458E0,2.888992310E-2,1.529818726E-1,9.735604706E0,9.736849443E0
9.471641458E0,2.709365845E-2,1.402583313E-1,9.728719025E0,9.729767743E0
9.481665458E0,2.290237427E-2,1.463955688E-1,9.736652527E0,9.737779963E0
9.491688458E0,2.320175171E-2,1.504371643E-1,9.750423889E0,9.751611953E0
9.501712458E0,2.424957275E-2,1.534309387E-1,9.733059998E0,9.734299462E0
9.511734458E0,3.382965088E-2,1.413061523E-1,9.734706573E0,9.735790874E0
9.521758458E0,2.679428101E-2,1.519340515E-1,9.738149414E0,9.739371432E0
9.531782458E0,2.844085693E-2,1.559756470E-1,9.735904083E0,9.737194956E0
9.541806458E0,2.469863892E-2,1.577719116E-1,9.731862488E0,9.733172632E0
9.551830458E0,3.263214111E-2,1.555265808E-1,9.745933228E0,9.747228727E0
9.561854458E0,3.053649902E-2,1.538800049E-1,9.744735718E0,9.745998448E0
9.571878458E0,2.604583740E-2,1.559756470E-1,9.738897858E0,9.740181634E0
9.581902458E0,2.140548706E-2,1.567240906E-1,9.729168091E0,9.730453863E0
9.591925458E0,2.050735474E-2,1.523831177E-1,9.745334473E0,9.746547345E0
9.601950458E0,3.128494263E-2,1.562750244E-1,9.736652527E0,9.737956822E0
9.611974458E0,2.619552612E-2,1.471440125E-1,9.738748169E0,9.739894941E0
9.621997458E0,2.529739380E-2,1.525328064E-1,9.749825134E0,9.751051039E0
9.632021458E0,2.739303589E-2,1.522334290E-1,9.743987274E0,9.745214897E0
9.642045458E0,2.724334717E-2,1.564247131E-1,9.743538208E0,9.744831846E0
9.652069458E0,2.918930054E-2,1.474433899E-1,9.733209686E0,9.734370158E0
9.662092458E0,3.832031250E-2,1.514849854E-1,9.746082916E0,9.747335449E0
9.672116458E0,3.113525391E-2,1.561253357E-1,9.745184784E0,9.746485059E0
9.682139458E0,2.664459229E-2,1.474433899E-1,9.743089142E0,9.744241146E0
9.692164458E0,3.068618774E-2,1.511856079E-1,9.744136963E0,9.745358068E0
9.702187458E0,3.128494263E-2,1.483415222E-1,9.737550659E0,9.738730759E0
9.712211458E0,3.278182983E-2,1.507365417E-1,9.736353149E0,9.737575099E0
9.722235458E0,1.841171265E-2,1.562750244E-1,9.744436340E0,9.745706771E0
9.732259458E0,2.155517578E-2,1.498384094E-1,9.746232605E0,9.747408177E0
9.742283458E0,3.173400879E-2,1.552272034E-1,9.733359375E0,9.734648800E0
9.752307458E0,2.260299683E-2,1.526824951E-1,9.749974823E0,9.751196434E0
9.762331458E0,2.409988403E-2,1.562750244E-1,9.744436340E0,9.745719177E0
9.772354458E0,2.664459229E-2,1.498384094E-1,9.742490387E0,9.743678998E0
9.782378458E0,3.143463135E-2,1.420545959E-1,9.736353149E0,9.737440130E0
9.792402458E0,2.320175171E-2,1.459465027E-1,9.742939453E0,9.744060134E0
9.802426458E0,3.068618774E-2,1.507365417E-1,9.745633850E0,9.746847813E0
9.812450458E0,3.353027344E-2,1.465452576E-1,9.736802216E0,9.737962681E0
9.822473458E0,3.412902832E-2,1.519340515E-1,9.742640076E0,9.743884461E0
9.832496458E0,2.993774414E-2,1.514849854E-1,9.741143188E0,9.742366991E0
9.842520458E0,2.664459229E-2,1.567240906E-1,9.733359375E0,9.734657523E0
9.852544458E0,3.203338623E-2,1.540296936E-1,9.739646301E0,9.740916864E0
9.862567458E0,2.499801636E-2,1.526824951E-1,9.733359375E0,9.734588927E0
9.872591458E0,2.200424194E-2,1.537303162E-1,9.734556885E0,9.735795547E0
