"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.246521708E0,2.574645996E-2,1.582209778E-1,9.742191010E0,9.743509759E0
3.256545708E0,2.709365845E-2,1.577719116E-1,9.745334473E0,9.746649169E0
3.266567708E0,3.891906738E-2,1.556762695E-1,9.740095367E0,9.741417123E0
3.276590708E0,3.173400879E-2,1.562750244E-1,9.735155640E0,9.736461588E0
3.286613708E0,2.409988403E-2,1.558259583E-1,9.747879181E0,9.749154377E0
3.296637708E0,2.395019531E-2,1.525328064E-1,9.744885406E0,9.746108529E0
3.306659708E0,2.829116821E-2,1.538800049E-1,9.743538208E0,9.744794316E0
3.316682708E0,3.098556519E-2,1.478924561E-1,9.743388519E0,9.744560130E0
3.326704708E0,2.963836670E-2,1.523831177E-1,9.747130737E0,9.748366871E0
3.336726708E0,2.469863892E-2,1.437011719E-1,9.747130737E0,9.748221256E0
3.346749708E0,3.053649902E-2,1.468446350E-1,9.739047546E0,9.740202407E0
3.356772708E0,3.607498169E-2,1.618135071E-1,9.742041321E0,9.743451858E0
3.366794708E0,2.769241333E-2,1.495390320E-1,9.738149414E0,9.739336877E0
3.376817708E0,2.125579834E-2,1.498384094E-1,9.744436340E0,9.745611471E0
3.386840708E0,3.083587646E-2,1.556762695E-1,9.745484161E0,9.746776262E0
3.396863708E0,3.382965088E-2,1.419049072E-1,9.742041321E0,9.743133507E0
3.406886708E0,2.739303589E-2,1.541793823E-1,9.738748169E0,9.740007062E0
3.416909708E0,2.918930054E-2,1.594184875E-1,9.740095367E0,9.741443632E0
3.426932708E0,2.395019531E-2,1.517843628E-1,9.744286652E0,9.745498163E0
3.436955708E0,3.113525391E-2,1.495390320E-1,9.736502838E0,9.737700901E0
3.446977708E0,3.053649902E-2,1.460961914E-1,9.741741943E0,9.742885233E0
3.456999708E0,2.874023438E-2,1.487905884E-1,9.740394745E0,9.741573509E0
3.467021708E0,2.634521484E-2,1.510359192E-1,9.743089142E0,9.744295354E0
3.477044708E0,3.502716064E-2,1.532812500E-1,9.740544434E0,9.741813379E0
3.487067708E0,3.263214111E-2,1.510359192E-1,9.748927002E0,9.750151506E0
3.497089708E0,2.679428101E-2,1.504371643E-1,9.737251282E0,9.738450174E0
3.507111708E0,2.754272461E-2,1.484912109E-1,9.736203461E0,9.737374701E0
3.517133708E0,2.784210205E-2,1.445993042E-1,9.737400970E0,9.738514353E0
3.527154708E0,2.829116821E-2,1.492396545E-1,9.740843811E0,9.742028075E0
3.537177708E0,2.933898926E-2,1.568737793E-1,9.743089142E0,9.744396143E0
3.547199708E0,3.158432007E-2,1.603166199E-1,9.734257507E0,9.735628804E0
3.557221708E0,2.260299683E-2,1.549278259E-1,9.753866730E0,9.755123254E0
3.567244708E0,2.454895020E-2,1.565744019E-1,9.751920776E0,9.753208550E0
3.577266708E0,2.469863892E-2,1.437011719E-1,9.740245056E0,9.741336346E0
3.587289708E0,2.694396973E-2,1.445993042E-1,9.736652527E0,9.737763468E0
3.597312708E0,2.409988403E-2,1.466949463E-1,9.741143188E0,9.742277497E0
3.607334708E0,3.727249146E-2,1.516346741E-1,9.750573578E0,9.751823799E0
3.617356708E0,2.559677124E-2,1.508862305E-1,9.740694122E0,9.741896316E0
3.627378708E0,3.592529297E-2,1.499880981E-1,9.734107819E0,9.735329583E0
3.637401708E0,2.424957275E-2,1.495390320E-1,9.741143188E0,9.742321109E0
3.647423708E0,2.948867798E-2,1.498384094E-1,9.742640076E0,9.743836861E0
3.657445708E0,2.544708252E-2,1.504371643E-1,9.745484161E0,9.746678431E0
3.667467708E0,2.978805542E-2,1.471440125E-1,9.738897858E0,9.740054937E0
3.677489708E0,3.562591553E-2,1.516346741E-1,9.736353149E0,9.737599033E0
3.687511708E0,3.308120728E-2,1.447489929E-1,9.737400970E0,9.738532964E0
3.697534708E0,2.739303589E-2,1.483415222E-1,9.737550659E0,9.738719034E0
3.707556708E0,3.038681030E-2,1.442999268E-1,9.735904083E0,9.737020804E0
3.717579708E0,2.903961182E-2,1.516346741E-1,9.748627625E0,9.749850098E0
3.727602708E0,1.526824951E-2,1.546284485E-1,9.734107819E0,9.735347867E0
3.737623708E0,2.649490356E-2,1.493893433E-1,9.736502838E0,9.737684872E0
3.747644708E0,3.068618774E-2,1.532812500E-1,9.740694122E0,9.741948407E0
3.757666708E0,2.829116821E-2,1.526824951E-1,9.731114044E0,9.732352895E0
3.767688708E0,2.664459229E-2,1.493893433E-1,9.736652527E0,9.737834951E0
3.777711708E0,2.829116821E-2,1.538800049E-1,9.744136963E0,9.745392993E0
3.787733708E0,2.799179077E-2,1.496887207E-1,9.751771088E0,9.752960043E0
3.797755708E0,3.412902832E-2,1.517843628E-1,9.740245056E0,9.741487414E0
3.807778708E0,3.382965088E-2,1.565744019E-1,9.740245056E0,9.741562182E0
3.817800708E0,3.218307495E-2,1.478924561E-1,9.734856262E0,9.736032784E0
3.827823708E0,1.945953369E-2,1.517843628E-1,9.743388519E0,9.744590140E0
3.837846708E0,2.679428101E-2,1.501377869E-1,9.740694122E0,9.741887973E0
3.847868708E0,2.694396973E-2,1.570234680E-1,9.744885406E0,9.746187661E0
3.857891708E0,2.829116821E-2,1.558259583E-1,9.746232605E0,9.747519280E0
3.867913708E0,2.933898926E-2,1.474433899E-1,9.751022644E0,9.752181445E0
3.877935708E0,2.245330811E-2,1.478924561E-1,9.737550659E0,9.738699563E0
3.887958708E0,2.335144043E-2,1.495390320E-1,9.745783539E0,9.746958705E0
3.897980708E0,2.589614868E-2,1.532812500E-1,9.745184784E0,9.746424587E0
3.908003708E0,2.409988403E-2,1.520837402E-1,9.744885406E0,9.746101880E0
3.918026708E0,3.233276367E-2,1.492396545E-1,9.737251282E0,9.738448563E0
3.928049708E0,2.380050659E-2,1.510359192E-1,9.748777313E0,9.749976278E0
3.938071708E0,2.424957275E-2,1.501377869E-1,9.730515289E0,9.731703715E0
3.948094708E0,3.173400879E-2,1.501377869E-1,9.750124512E0,9.751332032E0
3.958117708E0,2.140548706E-2,1.498384094E-1,9.742340698E0,9.743516410E0
3.968139708E0,1.930984497E-2,1.549278259E-1,9.739197235E0,9.740448567E0
3.978161708E0,2.963836670E-2,1.526824951E-1,9.743089142E0,9.744330475E0
3.988184708E0,3.323089600E-2,1.502874756E-1,9.735155640E0,9.736372320E0
3.998206250E0,2.754272461E-2,1.498384094E-1,9.746232605E0,9.747423256E0
4.008228250E0,2.664459229E-2,1.544787598E-1,9.743987274E0,9.745248156E0
4.018250250E0,3.188369751E-2,1.454974365E-1,9.738299103E0,9.739438151E0
4.028272250E0,2.933898926E-2,1.549278259E-1,9.745184784E0,9.746460377E0
4.038295250E0,3.442840576E-2,1.583706665E-1,9.738748169E0,9.740096636E0
4.048317250E0,2.409988403E-2,1.523831177E-1,9.739646301E0,9.740868108E0
4.058340250E0,2.305206299E-2,1.508862305E-1,9.739197235E0,9.740393259E0
4.068362250E0,3.547622681E-2,1.523831177E-1,9.746831360E0,9.748087030E0
4.078385250E0,3.158432007E-2,1.505868530E-1,9.744436340E0,9.745651008E0
4.088407250E0,2.888992310E-2,1.576222229E-1,9.735305328E0,9.736624119E0
4.098430250E0,2.948867798E-2,1.550775146E-1,9.733658752E0,9.734938691E0
4.108453250E0,2.619552612E-2,1.534309387E-1,9.738299103E0,9.739542940E0
4.118475250E0,2.020797729E-2,1.535806274E-1,9.735754395E0,9.736986649E0
4.128497250E0,2.963836670E-2,1.559756470E-1,9.737700348E0,9.738994553E0
4.138520250E0,2.799179077E-2,1.481918335E-1,9.745035095E0,9.746201997E0
4.148542250E0,2.784210205E-2,1.522334290E-1,9.740095367E0,9.741324754E0
4.158565250E0,2.514770508E-2,1.513352966E-1,9.742340698E0,9.743548484E0
4.168588250E0,2.185455322E-2,1.431024170E-1,9.742640076E0,9.743715491E0
4.178613250E0,3.353027344E-2,1.501377869E-1,9.734856262E0,9.736071697E0
4.188638250E0,2.559677124E-2,1.526824951E-1,9.731263733E0,9.732495105E0
4.198662250E0,2.305206299E-2,1.538800049E-1,9.742640076E0,9.743882496E0
4.208686250E0,2.439926147E-2,1.553768921E-1,9.732161865E0,9.733432687E0
4.218710250E0,2.739303589E-2,1.513352966E-1,9.736951904E0,9.738166416E0
4.228734250E0,2.634521484E-2,1.429527283E-1,9.730664978E0,9.731750637E0
4.238759250E0,2.035766602E-2,1.570234680E-1,9.741741943E0,9.743028631E0
4.248783250E0,2.275268555E-2,1.612147522E-1,9.742939453E0,9.744299722E0
4.258808250E0,2.424957275E-2,1.585203552E-1,9.748028870E0,9.749347854E0
4.268832250E0,2.005828857E-2,1.514849854E-1,9.747280426E0,9.748478124E0
4.278857250E0,2.604583740E-2,1.529818726E-1,9.742191010E0,9.743426887E0
4.288882250E0,3.038681030E-2,1.517843628E-1,9.737850037E0,9.739080305E0
4.298906250E0,2.724334717E-2,1.496887207E-1,9.738149414E0,9.739337910E0
4.308931250E0,2.888992310E-2,1.484912109E-1,9.738299103E0,9.739473994E0
4.318956250E0,2.844085693E-2,1.481918335E-1,9.735305328E0,9.736474698E0
4.328980250E0,2.993774414E-2,1.459465027E-1,9.730964355E0,9.732104805E0
4.339004250E0,2.080673218E-2,1.501377869E-1,9.740993500E0,9.742172686E0
4.349029250E0,2.604583740E-2,1.525328064E-1,9.740993500E0,9.742222488E0
4.359054250E0,2.784210205E-2,1.556762695E-1,9.736502838E0,9.737787110E0
4.369078250E0,2.649490356E-2,1.428030396E-1,9.739496613E0,9.740579498E0
4.379103250E0,2.215393066E-2,1.457968140E-1,9.741891632E0,9.743007753E0
4.389127250E0,3.143463135E-2,1.523831177E-1,9.741442566E0,9.742685052E0
4.399151250E0,3.083587646E-2,1.514849854E-1,9.751172333E0,9.752397675E0
4.409176250E0,2.903961182E-2,1.483415222E-1,9.743687897E0,9.744860304E0
4.419201250E0,2.664459229E-2,1.537303162E-1,9.750723267E0,9.751971450E0
4.429225250E0,2.903961182E-2,1.526824951E-1,9.740394745E0,9.741634618E0
4.439250250E0,2.454895020E-2,1.555265808E-1,9.736802216E0,9.738075198E0
4.449274250E0,2.769241333E-2,1.519340515E-1,9.724527740E0,9.725753986E0
4.459299250E0,3.008743286E-2,1.502874756E-1,9.739945679E0,9.741151544E0
4.469324250E0,2.439926147E-2,1.579216003E-1,9.745184784E0,9.746494807E0
4.479349250E0,2.754272461E-2,1.555265808E-1,9.735604706E0,9.736885853E0
4.489374250E0,3.517684937E-2,1.534309387E-1,9.735904083E0,9.737176530E0
4.499399250E0,3.532653809E-2,1.535806274E-1,9.747579803E0,9.748853625E0
4.509424250E0,2.814147949E-2,1.495390320E-1,9.750573578E0,9.751760813E0
4.519449250E0,2.859054565E-2,1.553768921E-1,9.749675446E0,9.750955373E0
4.529473250E0,2.170486450E-2,1.489402771E-1,9.738748169E0,9.739911201E0
4.539498250E0,2.514770508E-2,1.547781372E-1,9.742939453E0,9.744201243E0
4.549522250E0,2.589614868E-2,1.531315613E-1,9.743238831E0,9.744476528E0
4.559546250E0,2.110610962E-2,1.523831177E-1,9.740394745E0,9.741609511E0
4.569570250E0,2.829116821E-2,1.543290710E-1,9.735455017E0,9.736719275E0
4.579595250E0,2.888992310E-2,1.562750244E-1,9.734856262E0,9.736153396E0
4.589619250E0,2.784210205E-2,1.501377869E-1,9.740544434E0,9.741741241E0
4.599644250E0,3.098556519E-2,1.419049072E-1,9.738149414E0,9.739232573E0
4.609669250E0,2.275268555E-2,1.459465027E-1,9.737550659E0,9.738670900E0
4.619694250E0,1.616638184E-2,1.508862305E-1,9.741442566E0,9.742624455E0
4.629719250E0,2.200424194E-2,1.486408997E-1,9.751022644E0,9.752180316E0
4.639744250E0,2.844085693E-2,1.526824951E-1,9.741143188E0,9.742381200E0
4.649768250E0,2.335144043E-2,1.490899658E-1,9.739795990E0,9.740964995E0
4.659792250E0,3.323089600E-2,1.507365417E-1,9.744885406E0,9.746107807E0
4.669817250E0,2.574645996E-2,1.549278259E-1,9.737850037E0,9.739116431E0
4.679841250E0,2.409988403E-2,1.592687988E-1,9.726922760E0,9.728256459E0
4.689865250E0,2.230361938E-2,1.555265808E-1,9.749974823E0,9.751240691E0
4.699889250E0,2.409988403E-2,1.474433899E-1,9.744136963E0,9.745282218E0
4.709914250E0,2.694396973E-2,1.585203552E-1,9.743987274E0,9.745313883E0
4.719938250E0,2.874023438E-2,1.462458801E-1,9.733958130E0,9.735099113E0
4.729962250E0,2.155517578E-2,1.546284485E-1,9.742191010E0,9.743441910E0
4.739987250E0,2.933898926E-2,1.493893433E-1,9.730664978E0,9.731855880E0
4.750011250E0,3.173400879E-2,1.555265808E-1,9.737850037E0,9.739143643E0
4.760036250E0,2.769241333E-2,1.552272034E-1,9.739496613E0,9.740772896E0
4.770061250E0,3.367996216E-2,1.556762695E-1,9.741741943E0,9.743043956E0
4.780086250E0,2.859054565E-2,1.538800049E-1,9.743388519E0,9.744645520E0
4.790111250E0,3.008743286E-2,1.437011719E-1,9.743987274E0,9.745093293E0
4.800135250E0,2.859054565E-2,1.457968140E-1,9.735005951E0,9.736139635E0
4.810160250E0,3.068618774E-2,1.504371643E-1,9.733209686E0,9.734420567E0
4.820184250E0,3.053649902E-2,1.519340515E-1,9.732161865E0,9.733395656E0
4.830209250E0,2.589614868E-2,1.480421448E-1,9.735604706E0,9.736764662E0
4.840233250E0,2.769241333E-2,1.457968140E-1,9.740394745E0,9.741525207E0
4.850257250E0,2.724334717E-2,1.487905884E-1,9.741442566E0,9.742616902E0
4.860282250E0,3.472778320E-2,1.486408997E-1,9.728868713E0,9.730066114E0
4.870306250E0,2.499801636E-2,1.544787598E-1,9.742041321E0,9.743298091E0
4.880330250E0,2.140548706E-2,1.457968140E-1,9.742340698E0,9.743455095E0
4.890354250E0,3.113525391E-2,1.474433899E-1,9.735005951E0,9.736172237E0
4.900378250E0,2.499801636E-2,1.502874756E-1,9.735604706E0,9.736796712E0
4.910402250E0,3.008743286E-2,1.517843628E-1,9.734706573E0,9.735936309E0
4.920426250E0,3.637435913E-2,1.529818726E-1,9.734856262E0,9.736126180E0
4.930449250E0,2.395019531E-2,1.558259583E-1,9.733808441E0,9.735085111E0
4.940473250E0,1.751358032E-2,1.478924561E-1,9.733059998E0,9.734199290E0
4.950497250E0,1.811233521E-2,1.462458801E-1,9.739646301E0,9.740761058E0
4.960522250E0,3.068618774E-2,1.496887207E-1,9.738598480E0,9.739797160E0
4.970546250E0,2.664459229E-2,1.516346741E-1,9.736502838E0,9.737719986E0
4.980571250E0,2.559677124E-2,1.591191101E-1,9.743837585E0,9.745170341E0
4.990595250E0,2.918930054E-2,1.604663086E-1,9.736353149E0,9.737719143E0
5.000620083E0,2.320175171E-2,1.532812500E-1,9.740394745E0,9.741628367E0
5.010644083E0,2.694396973E-2,1.534309387E-1,9.735604706E0,9.736850929E0
5.020668083E0,3.008743286E-2,1.550775146E-1,9.746382294E0,9.747662392E0
5.030693083E0,3.412902832E-2,1.504371643E-1,9.738598480E0,9.739820147E0
5.040718083E0,3.233276367E-2,1.561253357E-1,9.747130737E0,9.748434651E0
5.050742083E0,2.380050659E-2,1.540296936E-1,9.744885406E0,9.746131704E0
5.060767083E0,2.709365845E-2,1.513352966E-1,9.741891632E0,9.743104690E0
5.070791083E0,3.427871704E-2,1.459465027E-1,9.738149414E0,9.739303334E0
5.080815083E0,2.275268555E-2,1.474433899E-1,9.730515289E0,9.731658904E0
5.090840083E0,2.724334717E-2,1.514849854E-1,9.747879181E0,9.749094236E0
5.100864083E0,2.739303589E-2,1.516346741E-1,9.743388519E0,9.744606882E0
5.110888083E0,2.649490356E-2,1.529818726E-1,9.744586029E0,9.745822813E0
5.120913083E0,3.203338623E-2,1.541793823E-1,9.734407196E0,9.735680812E0
5.130937083E0,2.589614868E-2,1.510359192E-1,9.739047546E0,9.740253055E0
5.140962083E0,3.023712158E-2,1.522334290E-1,9.743388519E0,9.744624628E0
5.150987083E0,3.308120728E-2,1.567240906E-1,9.752968597E0,9.754283842E0
5.161012083E0,2.200424194E-2,1.498384094E-1,9.740394745E0,9.741572025E0
5.171037083E0,2.694396973E-2,1.484912109E-1,9.733209686E0,9.734379611E0
5.181063083E0,2.918930054E-2,1.522334290E-1,9.738897858E0,9.740131340E0
5.191087083E0,2.155517578E-2,1.463955688E-1,9.735155640E0,9.736280173E0
5.201112083E0,2.574645996E-2,1.492396545E-1,9.726324005E0,9.727502969E0
5.211138083E0,2.918930054E-2,1.522334290E-1,9.744136963E0,9.745369782E0
5.221164083E0,2.769241333E-2,1.537303162E-1,9.736502838E0,9.737755768E0
5.231190083E0,3.218307495E-2,1.579216003E-1,9.736951904E0,9.738285648E0
5.241214083E0,3.323089600E-2,1.544787598E-1,9.732760620E0,9.734043213E0
5.251240083E0,2.380050659E-2,1.474433899E-1,9.739795990E0,9.740941019E0
5.261265083E0,2.724334717E-2,1.588197327E-1,9.742640076E0,9.743972575E0
5.271290083E0,2.424957275E-2,1.526824951E-1,9.735005951E0,9.736233402E0
5.281316083E0,3.203338623E-2,1.484912109E-1,9.733808441E0,9.734993711E0
5.291341083E0,2.874023438E-2,1.553768921E-1,9.733509064E0,9.734791558E0
5.301367083E0,1.691482544E-2,1.568737793E-1,9.737550659E0,9.738828900E0
5.311391083E0,2.619552612E-2,1.544787598E-1,9.740544434E0,9.741804543E0
5.321416083E0,2.499801636E-2,1.541793823E-1,9.736802216E0,9.738054917E0
5.331442083E0,1.930984497E-2,1.583706665E-1,9.745933228E0,9.747239025E0
5.341467083E0,2.814147949E-2,1.471440125E-1,9.744136963E0,9.745288526E0
5.351493083E0,2.679428101E-2,1.469943237E-1,9.736502838E0,9.737649243E0
5.361519083E0,2.679428101E-2,1.592687988E-1,9.741741943E0,9.743080651E0
5.371544083E0,2.200424194E-2,1.556762695E-1,9.739795990E0,9.741064891E0
5.381569083E0,2.619552612E-2,1.543290710E-1,9.739197235E0,9.740455146E0
5.391594083E0,3.547622681E-2,1.499880981E-1,9.736353149E0,9.737572985E0
5.401618083E0,3.876937866E-2,1.495390320E-1,9.730515289E0,9.731741508E0
5.411643083E0,2.140548706E-2,1.603166199E-1,9.738897858E0,9.740240813E0
5.421667083E0,2.469863892E-2,1.550775146E-1,9.739197235E0,9.740463123E0
5.431692083E0,3.023712158E-2,1.513352966E-1,9.733209686E0,9.734433083E0
5.441717083E0,2.918930054E-2,1.508862305E-1,9.741143188E0,9.742355428E0
5.451742083E0,3.113525391E-2,1.481918335E-1,9.744286652E0,9.745463179E0
5.461767083E0,3.143463135E-2,1.475930786E-1,9.745933228E0,9.747101432E0
5.471792083E0,1.916015625E-2,1.481918335E-1,9.734856262E0,9.736002998E0
5.481817083E0,1.422042847E-2,1.507365417E-1,9.744286652E0,9.745462846E0
5.491842083E0,2.215393066E-2,1.481918335E-1,9.742789764E0,9.743941913E0
5.501867083E0,2.874023438E-2,1.526824951E-1,9.735604706E0,9.736844301E0
5.511892083E0,2.574645996E-2,1.471440125E-1,9.736053772E0,9.737199664E0
5.521917083E0,2.694396973E-2,1.478924561E-1,9.736802216E0,9.737962597E0
5.531943083E0,1.886077881E-2,1.549278259E-1,9.741592255E0,9.742842399E0
5.541968083E0,2.065704346E-2,1.538800049E-1,9.743837585E0,9.745074482E0
5.551993083E0,3.487747192E-2,1.529818726E-1,9.741442566E0,9.742706152E0
5.562017083E0,2.469863892E-2,1.568737793E-1,9.736353149E0,9.737648179E0
5.572042083E0,1.766326904E-2,1.510359192E-1,9.748328247E0,9.749514216E0
5.582066083E0,2.709365845E-2,1.595681763E-1,9.739496613E0,9.740841357E0
5.592092083E0,3.158432007E-2,1.531315613E-1,9.733658752E0,9.734914461E0
5.602117083E0,2.709365845E-2,1.481918335E-1,9.736652527E0,9.737817893E0
5.612142083E0,3.218307495E-2,1.498384094E-1,9.730964355E0,9.732171114E0
5.622167083E0,4.041595459E-2,1.475930786E-1,9.728868713E0,9.730072128E0
5.632193083E0,4.026626587E-2,1.499880981E-1,9.736203461E0,9.737441945E0
5.642218083E0,3.727249146E-2,1.513352966E-1,9.737101593E0,9.738348887E0
5.652242083E0,2.694396973E-2,1.520837402E-1,9.743837585E0,9.745061638E0
5.662267083E0,2.095642090E-2,1.493893433E-1,9.740843811E0,9.742011830E0
5.672292083E0,2.544708252E-2,1.483415222E-1,9.736502838E0,9.737666059E0
5.682316083E0,3.293151855E-2,1.565744019E-1,9.736802216E0,9.738116728E0
5.692341083E0,2.918930054E-2,1.532812500E-1,9.743089142E0,9.744338520E0
5.702365083E0,1.930984497E-2,1.576222229E-1,9.740095367E0,9.741389809E0
5.712390083E0,3.263214111E-2,1.493893433E-1,9.744136963E0,9.745336689E0
5.722415083E0,2.709365845E-2,1.586700439E-1,9.742041321E0,9.743371046E0
5.732440083E0,2.005828857E-2,1.526824951E-1,9.740694122E0,9.741911325E0
5.742464083E0,1.616638184E-2,1.511856079E-1,9.741442566E0,9.742629096E0
5.752488083E0,2.215393066E-2,1.528321838E-1,9.731712799E0,9.732938019E0
5.762513083E0,2.664459229E-2,1.499880981E-1,9.739646301E0,9.740837563E0
5.772538083E0,2.260299683E-2,1.540296936E-1,9.740694122E0,9.741938104E0
5.782563083E0,3.173400879E-2,1.525328064E-1,9.740544434E0,9.741790347E0
5.792587083E0,3.038681030E-2,1.496887207E-1,9.739795990E0,9.740993584E0
5.802612083E0,3.068618774E-2,1.513352966E-1,9.735005951E0,9.736230527E0
5.812638083E0,2.844085693E-2,1.573228455E-1,9.740993500E0,9.742305360E0
5.822662083E0,2.245330811E-2,1.514849854E-1,9.739945679E0,9.741149505E0
5.832687083E0,2.709365845E-2,1.543290710E-1,9.741143188E0,9.742403304E0
5.842712083E0,2.739303589E-2,1.583706665E-1,9.739496613E0,9.740822651E0
5.852737083E0,2.859054565E-2,1.583706665E-1,9.735305328E0,9.736635380E0
5.862761083E0,3.382965088E-2,1.516346741E-1,9.736053772E0,9.737293288E0
5.872786083E0,2.574645996E-2,1.562750244E-1,9.734706573E0,9.735994907E0
5.882811083E0,1.871109009E-2,1.537303162E-1,9.740394745E0,9.741625783E0
5.892836083E0,2.649490356E-2,1.495390320E-1,9.740694122E0,9.741877945E0
5.902861083E0,3.682342529E-2,1.559756470E-1,9.740095367E0,9.741413765E0
5.912887083E0,3.098556519E-2,1.480421448E-1,9.741143188E0,9.742317342E0
5.922912083E0,2.559677124E-2,1.528321838E-1,9.728868713E0,9.730102739E0
5.932936083E0,3.308120728E-2,1.472937012E-1,9.731114044E0,9.732284950E0
5.942961083E0,2.589614868E-2,1.528321838E-1,9.732910309E0,9.734144614E0
5.952986083E0,3.308120728E-2,1.559756470E-1,9.739945679E0,9.741250669E0
5.963011083E0,3.188369751E-2,1.579216003E-1,9.739945679E0,9.741278028E0
5.973036083E0,2.784210205E-2,1.556762695E-1,9.735305328E0,9.736589758E0
5.983061083E0,2.245330811E-2,1.502874756E-1,9.727521515E0,9.728708306E0
5.993085083E0,2.395019531E-2,1.516346741E-1,9.734556885E0,9.735767275E0
6.003109958E0,2.679428101E-2,1.453477478E-1,9.729766846E0,9.730889310E0
6.013135958E0,2.484832764E-2,1.571731567E-1,9.720635834E0,9.721938174E0
6.023159958E0,2.948867798E-2,1.453477478E-1,9.732610931E0,9.733740858E0
6.033184958E0,3.143463135E-2,1.526824951E-1,9.736802216E0,9.738049983E0
6.043209958E0,2.814147949E-2,1.511856079E-1,9.743538208E0,9.744751708E0
6.053233958E0,3.323089600E-2,1.487905884E-1,9.742939453E0,9.744132189E0
6.063258958E0,3.233276367E-2,1.502874756E-1,9.742340698E0,9.743553459E0
6.073283958E0,2.859054565E-2,1.621128845E-1,9.743837585E0,9.745228006E0
6.083307958E0,2.200424194E-2,1.529818726E-1,9.744586029E0,9.745811640E0
6.093332958E0,3.382965088E-2,1.513352966E-1,9.736652527E0,9.737887309E0
6.103356958E0,2.963836670E-2,1.561253357E-1,9.739795990E0,9.741092315E0
6.113381958E0,1.811233521E-2,1.526824951E-1,9.738299103E0,9.739512792E0
6.123406958E0,2.290237427E-2,1.570234680E-1,9.729467468E0,9.730761435E0
6.133432958E0,2.499801636E-2,1.559756470E-1,9.743388519E0,9.744668960E0
6.143457958E0,3.382965088E-2,1.489402771E-1,9.742640076E0,9.743837196E0
6.153482958E0,2.978805542E-2,1.457968140E-1,9.730515289E0,9.731653088E0
6.163507958E0,3.338058472E-2,1.465452576E-1,9.744735718E0,9.745894725E0
6.173532958E0,3.173400879E-2,1.558259583E-1,9.731712799E0,9.733012010E0
6.183557958E0,2.814147949E-2,1.441502380E-1,9.740095367E0,9.741202647E0
6.193581958E0,2.844085693E-2,1.486408997E-1,9.734706573E0,9.735882860E0
6.203606958E0,3.023712158E-2,1.516346741E-1,9.734556885E0,9.735784771E0
6.213631958E0,3.323089600E-2,1.565744019E-1,9.737550659E0,9.738866088E0
6.223656958E0,2.784210205E-2,1.559756470E-1,9.739047546E0,9.740336272E0
6.233680958E0,3.008743286E-2,1.552272034E-1,9.735904083E0,9.737187944E0
6.243705958E0,2.754272461E-2,1.465452576E-1,9.734556885E0,9.735698838E0
6.253729958E0,2.993774414E-2,1.592687988E-1,9.741592255E0,9.742940135E0
6.263754958E0,1.930984497E-2,1.448986816E-1,9.738598480E0,9.739695522E0
6.273779958E0,2.484832764E-2,1.471440125E-1,9.733359375E0,9.734503250E0
6.283804958E0,3.397933960E-2,1.493893433E-1,9.729916534E0,9.731122625E0
6.293830958E0,3.472778320E-2,1.490899658E-1,9.736802216E0,9.738005505E0
6.303855958E0,3.248245239E-2,1.519340515E-1,9.739496613E0,9.740735770E0
6.313880958E0,3.068618774E-2,1.510359192E-1,9.734706573E0,9.735926538E0
6.323905958E0,2.365081787E-2,1.520837402E-1,9.745035095E0,9.746250450E0
6.333930958E0,3.098556519E-2,1.478924561E-1,9.743837585E0,9.745009142E0
6.343956958E0,2.035766602E-2,1.559756470E-1,9.739197235E0,9.740467423E0
6.353982958E0,2.020797729E-2,1.451980591E-1,9.747130737E0,9.748233094E0
6.364008958E0,1.571731567E-2,1.457968140E-1,9.736802216E0,9.737906404E0
6.374033958E0,3.487747192E-2,1.496887207E-1,9.737700348E0,9.738913246E0
6.384058958E0,2.649490356E-2,1.520837402E-1,9.735754395E0,9.736978231E0
6.394083958E0,2.185455322E-2,1.585203552E-1,9.740544434E0,9.741858764E0
6.404108958E0,3.382965088E-2,1.526824951E-1,9.736353149E0,9.737609000E0
6.414132958E0,3.098556519E-2,1.492396545E-1,9.739047546E0,9.740240228E0
6.424157958E0,3.367996216E-2,1.460961914E-1,9.742939453E0,9.744092961E0
6.434183958E0,3.293151855E-2,1.528321838E-1,9.735904083E0,9.737159261E0
6.444209958E0,2.185455322E-2,1.588197327E-1,9.737101593E0,9.738421266E0
6.454235958E0,2.290237427E-2,1.541793823E-1,9.736353149E0,9.737600754E0
6.464260958E0,2.574645996E-2,1.495390320E-1,9.743388519E0,9.744570008E0
6.474285958E0,3.068618774E-2,1.456471252E-1,9.736203461E0,9.737341144E0
6.484311958E0,3.472778320E-2,1.550775146E-1,9.734407196E0,9.735704315E0
6.494336958E0,2.933898926E-2,1.501377869E-1,9.742490387E0,9.743691347E0
6.504361958E0,3.218307495E-2,1.511856079E-1,9.743238831E0,9.744464877E0
6.514387958E0,2.993774414E-2,1.520837402E-1,9.734407196E0,9.735641180E0
6.524412958E0,2.799179077E-2,1.463955688E-1,9.742939453E0,9.744079453E0
6.534437958E0,3.412902832E-2,1.517843628E-1,9.737999725E0,9.739242370E0
6.544462958E0,3.382965088E-2,1.498384094E-1,9.736502838E0,9.737714491E0
6.554487958E0,2.484832764E-2,1.595681763E-1,9.741442566E0,9.742781056E0
